ID, Assembly_file, length, num_contigs
srs1808079,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034944_trimmed.contigs_velvet.fa,5299061,333
esc_ka1300aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034945_trimmed.contigs_velvet.fa,5357489,331
esc_ka1300aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka1300aa_as.fasta,5377833,406
esc_ka0689aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034946_trimmed.contigs_velvet.fa,5305737,179
esc_ka0689aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0689aa_as.fasta,5341086,353
srs1808082,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034947_trimmed.contigs_velvet.fa,5299118,323
srs1808075,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034940_trimmed.contigs_velvet.fa,5305600,355
esc_ka4578aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka4578aa_as.fasta,5369499,156
esc_ka4578aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034941_trimmed.contigs_velvet.fa,5436848,289
srs1808077,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034942_trimmed.contigs_velvet.fa,5279549,441
esc_ka0686aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5034943_trimmed.contigs_velvet.fa,5284359,416
esc_ka0686aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0686aa_as.fasta,5257658,314
esc_pa5377aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6052743_trimmed.contigs_velvet.fa,5449377,252
esc_pa5377aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa5377aa_as.fasta,5497298,431
srs3400311,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7285529_trimmed.contigs_velvet.fa,5280920,1750
esc_ka6845aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka6845aa_as.fasta,5475667,522
esc_ka6845aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5035011_trimmed.contigs_velvet.fa,5423528,359
esc_sa3245aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7223048_trimmed.contigs_velvet.fa,5537884,7794
srs1808133,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5035013_trimmed.contigs_velvet.fa,4967925,78
esc_ka1473aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/assembly/SRR5035012_trimmed.contigs_velvet.fa,5335108,273
esc_ka1473aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka1473aa_as.fasta,5367462,339
esc_ka6844aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5035015_trimmed.contigs_velvet.fa,5029998,120
esc_ka6844aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka6844aa_as.fasta,5063403,221
esc_ka1475aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka1475aa_as.fasta,4820539,164
esc_ka1475aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/exist/assembly/SRR5035014_trimmed.contigs_velvet.fa,4810816,454
esc_sa1569aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7172431_trimmed.contigs_velvet.fa,5030493,500
esc_ka4546aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5035016_trimmed.contigs_velvet.fa,5444059,268
esc_ka4546aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka4546aa_as.fasta,5526056,304
esc_sa3244aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7223040_trimmed.contigs_velvet.fa,5130116,9877
srs3528661,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7500922_trimmed.contigs_velvet.fa,5438442,146
esc_sa6564aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7358043_trimmed.contigs_velvet.fa,5324356,153
esc_ca2823aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2823aa_as.fasta,4970729,183
esc_ca4045aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4045aa_as.fasta,4733834,199
11679_4#58,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11679_4#58.contigs_velvet.fa,5212897,47
11679_4#58,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#58.contigs_velvet.fa,5212897,47
srs3528662,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7500923_trimmed.contigs_velvet.fa,5116269,136
esc_ca1200aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca1200aa_as.fasta,4924716,158
esc_ca5960aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca5960aa_as.fasta,4955236,154
esc_ca2252aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca2252aa_as.fasta,4975493,162
esc_ca4207aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca4207aa_as.fasta,5285072,206
esc_ra3542aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra3542aa_as.fasta,5395122,165
esc_ca3481aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca3481aa_as.fasta,5282897,270
esc_sa9399aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7500925_trimmed.contigs_velvet.fa,5006224,101
esc_ca3511aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca3511aa_as.fasta,5117288,97
esc_ha3299aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha3299aa_as.fasta,5469822,401
esc_ha3299aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3773897_trimmed.contigs_velvet.fa,5400986,184
esc_ga9225aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3578664_trimmed.contigs_velvet.fa,4918584,113
esc_ga9225aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9225aa_as.fasta,4935863,100
srs3528666,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR7500927_trimmed.contigs_velvet.fa,4524099,1651
esc_ga9226aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9226aa_as.fasta,4909660,190
esc_ga9226aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3578665_trimmed.contigs_velvet.fa,4880894,239
srs3532558,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505888_trimmed.contigs_velvet.fa,5116459,178
srs3532559,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505889_trimmed.contigs_velvet.fa,5237417,122
srs3532553,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505884_trimmed.contigs_velvet.fa,4580428,93
srs3532555,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505885_trimmed.contigs_velvet.fa,5304508,132
srs3532557,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505887_trimmed.contigs_velvet.fa,5334180,168
srs3532549,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505880_trimmed.contigs_velvet.fa,5457695,113
srs3532548,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505881_trimmed.contigs_velvet.fa,4978525,60
esc_ja8130aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja8130aa_as.fasta,4815941,167
esc_ja8130aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5018108_trimmed.contigs_velvet.fa,4806704,110
srs3532554,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7505883_trimmed.contigs_velvet.fa,5424744,185
esc_ga9229aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9229aa_as.fasta,5020616,111
esc_ga9229aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR3578668_trimmed.contigs_velvet.fa,5017265,82
esc_ja4408aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4786741_trimmed.contigs_velvet.fa,5325923,175
esc_ja4408aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4408aa_as.fasta,5365967,442
esc_ca3762aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ca3762aa_as.fasta,5289895,171
esc_ka0691aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome/assembly/SRR5034948_trimmed.contigs_velvet.fa,5271732,437
esc_ka0691aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0691aa_as.fasta,5209685,325
esc_sa6566aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7358045_trimmed.contigs_velvet.fa,5625390,149
11679_5#66,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#66.contigs_velvet.fa,5248669,84
11791_7#70,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11791_7#70.contigs_velvet.fa,5010148,35
esc_ha8436aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha8436aa_as.fasta,4912367,444
srs3592423,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588719_trimmed.contigs_velvet.fa,5349547,145
srs3592422,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588718_trimmed.contigs_velvet.fa,5354511,151
srs3592419,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588715_trimmed.contigs_velvet.fa,5402657,140
srs3592418,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588714_trimmed.contigs_velvet.fa,5458238,139
srs3592417,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588713_trimmed.contigs_velvet.fa,5437810,144
srs3592415,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588712_trimmed.contigs_velvet.fa,5375405,139
srs3592416,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7588711_trimmed.contigs_velvet.fa,5522355,194
esc_pa2010aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_pa2010aa_as.fasta,4952542,84
esc_ja4863aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4863aa_as.fasta,5536883,461
esc_ja4863aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788367_trimmed.contigs_velvet.fa,5496050,311
esc_ka0878aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033663_trimmed.contigs_velvet.fa,5545494,216
esc_ka0878aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0878aa_as.fasta,5565318,430
esc_ja4862aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788364_trimmed.contigs_velvet.fa,5381286,1584
esc_ja4862aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4862aa_as.fasta,5282762,229
esc_ja4861aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788363_trimmed.contigs_velvet.fa,5495953,252
esc_ja4861aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4861aa_as.fasta,5542454,555
esc_ja4860aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788362_trimmed.contigs_velvet.fa,5291817,181
esc_ja4860aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4860aa_as.fasta,5346453,370
esc_ja4859aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4859aa_as.fasta,5368030,447
esc_ja4859aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788361_trimmed.contigs_velvet.fa,5320745,158
srs3031724,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6820994_trimmed.contigs_velvet.fa,5239090,2009
esc_ra7256aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6820991_trimmed.contigs_velvet.fa,5434795,183
esc_ra7256aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra7256aa_as.fasta,5465468,484
srs3031720,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6820990_trimmed.contigs_velvet.fa,7997571,2086
esc_ra7258aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ra7258aa_as.fasta,5437376,460
esc_ra7258aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6820993_trimmed.contigs_velvet.fa,5409527,167
srs3031722,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR6820992_trimmed.contigs_velvet.fa,5314554,166
esc_ja4756aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR4788148_trimmed.contigs_velvet.fa,5106949,146
esc_ja4756aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ja4756aa_as.fasta,5111771,264
esc_qa2183aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_qa2183aa_as.fasta,5320030,359
esc_ha8438aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha8438aa_as.fasta,4802738,240
esc_ha0197aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ha0197aa_as.fasta,5442251,340
esc_ia0862aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ia0862aa_as.fasta,5328610,360
esc_ga9388aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ga9388aa_as.fasta,5379505,268
esc_ga9388aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR3578966_trimmed.contigs_velvet.fa,6188178,2739
esc_ka4599aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka4599aa_as.fasta,5243012,398
esc_ka4599aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033718_trimmed.contigs_velvet.fa,5205994,466
esc_ka4598aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033719_trimmed.contigs_velvet.fa,5319117,133
esc_ka4598aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka4598aa_as.fasta,5333085,221
srs3028160,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/assembly/SRR6816951_trimmed.contigs_velvet.fa,5492292,149
esc_la5640aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_la5640aa_as.fasta,5408894,264
esc_ka1149aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka1149aa_as.fasta,5572418,539
esc_ka1149aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033710_trimmed.contigs_velvet.fa,5535427,269
esc_ka0895aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033711_trimmed.contigs_velvet.fa,5633541,1024
esc_ka0895aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0895aa_as.fasta,5584807,306
esc_ka6868aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033712_trimmed.contigs_velvet.fa,5478194,277
esc_ka6868aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka6868aa_as.fasta,5493017,271
esc_ka0898aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033714_trimmed.contigs_velvet.fa,5333952,138
esc_ka0898aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka0898aa_as.fasta,5347100,218
esc_ka6867aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka6867aa_as.fasta,5118313,157
esc_ka6867aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033715_trimmed.contigs_velvet.fa,5116598,104
esc_ka6866aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033716_trimmed.contigs_velvet.fa,5310748,136
esc_ka6866aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka6866aa_as.fasta,5321081,166
esc_ka1110aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5033717_trimmed.contigs_velvet.fa,5315546,438
esc_ka1110aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/complete/esc_ka1110aa_as.fasta,5305021,251
srs3780604,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7836283_trimmed.contigs_velvet.fa,5348801,149
srs3780614,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7836287_trimmed.contigs_velvet.fa,5308117,153
srs3780611,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7836284_trimmed.contigs_velvet.fa,5508913,162
jsis00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR1314506_trimmed.contigs_velvet.fa,5177072,98
jsis00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/complete/JSIS00000000.fa,5213731,133
srs3382424,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7266782_trimmed.contigs_velvet.fa,7924038,5313
esc_sa4784aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7266786_trimmed.contigs_velvet.fa,5380096,1396
srs1804888,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5029797_trimmed.contigs_velvet.fa,4988637,245
srs1805051,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR5029796_trimmed.contigs_velvet.fa,5422178,298
esc_sa5071aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7276949_trimmed.contigs_velvet.fa,5195951,1041
esc_sa5069aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7276946_trimmed.contigs_velvet.fa,5249726,359
9803_5#83,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#83.contigs_velvet.fa,4347255,302
9803_5#80,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#80.contigs_velvet.fa,4247697,374
esc_sa5068aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/assembly/SRR7276945_trimmed.contigs_velvet.fa,5260452,209
srs3777397,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7833076_trimmed.contigs_velvet.fa,5335127,145
srs3777399,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7833075_trimmed.contigs_velvet.fa,5106648,138
srs3777398,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/assembly/SRR7833074_trimmed.contigs_velvet.fa,4749616,124
